"CD_A,C,2","PER,C,4","ENT,C,2","CON,C,5","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","S3P1,N,2,0","S3P1_2,N,1,0","S3P2,C,4","S3P2_ES,C,50","S3P3,N,1,0","S3P4_1,N,1,0","S3P4_2,N,1,0","S3P4_3,N,1,0","S3P4_4,N,1,0","S3P4_5,N,1,0","S3P4_6,N,1,0","S3P4_7,N,1,0","S3P5,N,1,0","S3P5_ES,C,50","S3P6,N,2,0","S3P7,N,1,0","S3P7_1_1,N,1,0","S3P7_1_2,N,1,0","S3P7_1_3,N,1,0","S3P7_1_4,N,1,0","S3P7_1_5,N,1,0","S3P7_2_1,N,1,0","S3P7_2_2,N,1,0","S3P7_2_3,N,1,0","S3P7_2_4,N,1,0","S3P7_2_5,N,1,0","S3P8,N,1,0","S3P9,N,1,0","S3P10,N,1,0","S3P11_ES,C,100","S3P12_C,N,2,0","S3P12_ES,C,50","S3P13_ES,C,50","S3P14_C,N,2,0","S3P14_ES,C,100","S3P15,N,1,0","S4P1_1,N,1,0","S4P1_2,N,1,0","S4P1_3,N,1,0","S4P1_4,N,1,0","S4P1_5,N,1,0","S4P1_6,N,1,0","S4P1_7,N,1,0","S4P1_8,N,1,0","S4P1_1_1A,N,1,0","S4P1_1_2A,N,1,0","S4P1_1_3A,N,1,0","S4P1_1_4A,N,1,0","S4P1_1_5A,N,1,0","S4P1_1_6A,N,1,0","S4P1_1_7A,N,1,0","S4P1_1_8A,N,1,0","S4P1_1_ESA,C,50","S4P1_1_1B,N,1,0","S4P1_1_2B,N,1,0","S4P1_1_3B,N,1,0","S4P1_1_4B,N,1,0","S4P1_1_5B,N,1,0","S4P1_1_6B,N,1,0","S4P1_1_7B,N,1,0","S4P1_1_8B,N,1,0","S4P1_1_ESB,C,50","S4P1_1_1C,N,1,0","S4P1_1_2C,N,1,0","S4P1_1_3C,N,1,0","S4P1_1_4C,N,1,0","S4P1_1_5C,N,1,0","S4P1_1_6C,N,1,0","S4P1_1_7C,N,1,0","S4P1_1_8C,N,1,0","S4P1_1_ESC,C,50","S4P1_2_1,N,1,0","S4P1_2_2,N,1,0","S4P1_2_3,N,1,0","S4P1_2_4,N,1,0","S4P1_2_5,N,1,0","S4P1_2_6,N,1,0","S4P1_2_7,N,1,0","S4P2_1,N,1,0","S4P2_2,N,1,0","S4P2_3,N,1,0","S4P2_4,N,1,0","S4P2_5,N,1,0","S4P2_6,N,1,0","S4P2_7,N,1,0","S4P3_1,N,1,0","S4P3_2,N,1,0","S4P3_3,N,1,0","S4P3_4,N,1,0","S4P3_5,N,1,0","S4P3_6,N,1,0","S4P3_7,N,1,0","S4P3_8,N,1,0","S4P3_9,N,1,0","S4P4,N,3,0","S4P4_1,N,3,0","S4P4_2,N,3,0","S4P4_3,N,3,0","S4P4_4,N,3,0","S4P5,N,3,0","S4P5_1,N,3,0","S4P5_2,N,3,0","S4P5_3,N,3,0","S4P5_4,N,3,0","S4P6,N,1,0","S4P6_1,N,2,0","S4P6_2,N,2,0","S4P6_3,N,2,0","S4P6_4,N,2,0","S4P6_5,N,2,0","S4P7,N,2,0","S4P7_1,N,2,0","S4P7_2,N,2,0","S4P7_3,N,2,0","S4P7_4,N,2,0","S4P7_5,N,2,0","S4P8,N,1,0","S4P8_1_1,N,2,0","S4P8_1_2,N,2,0","S4P8_1_ES,C,50","S4P9,N,1,0","S4P10,N,1,0","S4P10_1,N,3,0","S4P11_1,N,1,0","S4P11_2,N,1,0","S4P11_3,N,1,0","S4P11_4,N,1,0","S4P11_5,N,1,0","S4P11_6,N,1,0","S4P11_7,N,1,0","S4P11_8,N,1,0","S4P11_9,N,1,0","S4P11_10,N,1,0","S4P11_11,N,1,0","S4P11_12,N,1,0","S4P11_13,N,1,0","S4P11_14,N,1,0","S4P11_15,N,1,0","S4P11_16,N,1,0","S4P11_17,N,1,0","S4P11_ES,C,50","S4P12_1,N,1,0","S4P12_2,N,1,0","S4P12_3,N,1,0","S4P12_4,N,1,0","S4P12_5,N,1,0","S4P12_6,N,1,0","S4P12_7,N,1,0","S4P12_8,N,1,0","S4P12_9,N,1,0","S4P12_10,N,1,0","S4P12_1_1,N,1,0","S4P12_1_2,N,1,0","S4P12_1_3,N,1,0","S4P12_1_4,N,1,0","S4P12_1_5,N,1,0","S4P12_1_6,N,1,0","S4P12_1_7,N,1,0","S4P12_1_8,N,1,0","S4P12_1_9,N,1,0","S4P12_1_10,N,1,0","S4P12_1_ES,C,50","S4P12_2_1,N,1,0","S4P12_2_2,N,1,0","S4P12_2_3,N,1,0","S4P12_2_4,N,1,0","S4P12_2_5,N,1,0","S4P12_2_6,N,1,0","S4P12_2_7,N,1,0","S4P12_2_8,N,1,0","S4P12_2_ES,C,50","S4P13_1,N,1,0","S4P13_2,N,1,0","S4P13_3,N,1,0","S4P14_1,N,2,0","S4P14_2,N,2,0","S4P14_3,N,2,0","S4P14_4,N,2,0","S4P14_5,N,2,0","S4P14_6,N,2,0","S4P14_7,N,2,0","S4P14_8,N,2,0","S4P14_9,N,2,0","S4P14_10,N,2,0","S4P14_11,N,2,0","S4P14_12,N,2,0","S4P14_13,N,2,0","S4P14_14,N,2,0","S4P14_15,N,2,0","S4P14_16,N,2,0","S4P14_17,N,2,0","S4P15_1,N,1,0","S4P15_2,N,1,0","S4P15_3,N,1,0","S4P15_4,N,1,0","S4P15_5,N,1,0","S4P15_6,N,1,0","S4P15_7,N,1,0","S4P15_8,N,1,0","S4P15_9,N,1,0","S4P15_10,N,1,0","S4P15_11,N,1,0","S4P15_12,N,1,0","S4P15_13,N,1,0","S4P15_14,N,1,0","S4P15_15,N,1,0","S4P16_1,N,1,0","S4P16_2,N,1,0","S4P16_3,N,1,0","S4P16_4,N,1,0","S4P16_5,N,1,0","S4P16_6,N,1,0","S4P16_7,N,1,0","S4P17_1,N,1,0","S4P17_2,N,1,0","S4P17_3,N,1,0","S4P17_4,N,1,0","S4P17_5,N,1,0","S4P17_6,N,1,0","S4P17_7,N,1,0","S4P17_8,N,1,0","S4P17_9,N,1,0","S4P17_10,N,1,0","S4P17_11,N,1,0","S4P17_12,N,1,0","S4P17_13,N,1,0","S4P17_14,N,1,0","FAC,N,6,0"
43,1015,13,40389,3,1,01,7,4,5334,LICENCIADA EN CONTADURIA,3,2,1,1,1,1,2,2,1,,50,1,1,1,1,1,1,0,0,0,0,0,1,0,1,"ELABORA CONCILIACIONES BANCARIAS, MANEJO DE BANCO,",25,AUXILIAR ADMINISTRATIVO,JARDIN DE NI�OS ANHELO S.C.,61,ENSE�ANZA DE EDUCACION INICIAL Y PREESCOLAR,2,1,4,1,1,1,3,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,4,1,1,1,3,1,3,5,1,2,6,4,0,0,0,0,0,0,0,0,40,10,3,7,20,1,3,0,1,0,2,3,6,2,2,1,1,1,1,2,,1,1,70,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,1,1,1,10,10,4,10,10,2,10,10,10,10,5,10,10,1,10,10,10,3,1,4,4,1,1,3,3,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,4,1,1,1,1,2558
43,1015,13,40389,4,1,01,5,3,N126,LICENCIATURA EN EDUCACION FISICA,2,0,0,0,0,0,0,0,1,,20,2,0,0,0,0,0,2,2,1,2,2,1,0,1,MAESTRO DE EDUCACION FISICA Y COORDINADOR DEPORTIV,17,COORDINADOR DEPORTIVO,COLEGIO NUEVO HIDALGO,61,"ENSE�ANZA EN EDUCACION PREESCOLAR, PRIMARIA Y SECU",2,1,4,4,4,2,3,2,4,1,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,1,2,1,1,1,2,2,1,4,4,4,3,3,4,3,1,2,4,5,6,0,0,0,3,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,,1,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,1,1,1,1,5,1,7,7,5,8,8,8,8,7,10,8,8,8,10,10,3,2,4,3,2,2,3,3,2,3,4,3,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,2,4,2,3,3,2,2,3,3,2558
43,1015,13,40389,5,1,01,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,2,4,4,4,4,4,4,4,1,2,1,2,1,2,2,2,,1,2,1,2,1,2,2,2,,1,2,1,2,1,2,2,2,,0,0,0,0,0,0,0,3,4,4,4,4,4,4,2,4,5,6,1,3,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,1,2,2,2,2,2,,1,1,2,10,8,5,10,10,9,9,9,10,10,8,10,3,3,10,9,9,3,2,3,2,2,2,2,2,2,2,3,1,2,5,2,5,2,2,4,4,5,2,4,4,2,4,4,4,4,2,4,4,4,1,2,2,3837
43,1015,13,40393,3,1,03,2,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,PEGA ESTAMPADOS DE FIGURAS EN PLAYERAS,92,AYUDANTE DE COSTURERO,TALLER DE COSTURA CARLOS,31,CONFECCION DE ROPA,2,4,4,3,4,4,4,4,4,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,2,2,2,2,2,2,2,4,4,3,3,4,4,4,3,4,6,2,1,5,0,0,0,14,7,0,7,0,84,7,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,1,10,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,1,1,2,8,10,10,7,8,10,10,8,8,9,9,7,7,8,10,9,9,4,4,4,4,4,2,2,4,2,4,4,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8574
43,1015,13,40393,4,1,01,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,4,4,4,4,4,4,4,4,1,2,2,2,1,2,2,2,,1,2,2,2,1,2,2,2,,1,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,5,5,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1429
43,1015,13,40393,1,1,02,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,3,3,3,3,3,3,2,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,2,3,2,2,2,3,3,6,5,3,4,2,1,0,0,0,8,2,1,2,3,0,0,0,0,0,2,3,0,1,2,0,0,0,0,0,0,0,2,0,0,,1,1,2,2,2,1,2,2,1,2,1,2,1,2,2,2,2,2,2,1,MANUALIDADES,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,2,1,1,7,8,6,6,7,8,8,7,8,8,7,9,9,7,7,9,10,4,3,3,2,2,2,2,3,2,3,2,2,2,2,2,5,5,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,1,1,1,2858
43,1015,13,40393,5,1,02,4,3,,,0,0,0,0,0,0,0,0,1,,18,2,0,0,0,0,0,1,1,1,2,2,1,0,1,VENTA DE MEDICAMENTOS,42,EMPLEADA DE MOSTRADOR,FARMACIA GUADALAJARA,46,COMPRA VENTA DE MEDICAMENTOS Y ABARROTES,2,2,1,4,4,2,2,1,2,2,1,2,2,1,2,2,2,,2,1,2,2,1,2,2,2,,0,0,0,0,0,0,0,0,,1,1,1,1,1,2,2,3,2,2,1,1,4,1,1,2,5,3,6,4,0,0,0,3,3,0,0,0,28,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,INVESTIGACION POR TAREA DE ESCUELA,0,0,0,0,0,0,0,0,,2,2,2,1,6,2,3,7,5,8,9,3,5,1,6,8,1,2,8,9,4,2,4,2,1,1,1,2,4,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2858
43,1015,13,40393,2,1,03,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,2,3,3,3,3,3,2,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,2,1,1,1,1,3,3,3,3,3,3,3,2,5,3,1,4,6,0,0,0,7,3,0,4,0,9,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,1,1,2,2,2,2,,2,2,2,8,10,9,8,8,9,9,9,9,10,10,10,8,9,10,10,10,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2,2,2,2,3,3,4,4,4,4,2,2,1,1,5716
43,1015,13,40394,5,1,01,7,4,5111,LICENCIATURA EN PEDAGOGIA,3,1,2,2,2,1,1,2,2,,27,2,0,0,0,0,0,1,2,1,1,2,1,0,1,MAESTRA,23,MAESTRA,SECRETARIA DE EDUCACION PUBLICA,61,MAESTRA FRENTE A GRUPO,3,3,3,2,3,2,2,1,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,2,1,1,1,2,4,4,3,3,2,2,3,5,4,3,1,6,2,0,0,0,10,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,3,0,0,1,1,2,,1,1,10,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,,1,1,1,1,2,1,2,1,2,1,1,2,2,2,2,1,2,2,2,2,,0,0,0,0,0,0,0,0,,1,1,1,7,9,6,10,8,6,9,9,10,9,5,10,10,7,6,10,10,3,3,4,2,1,1,2,3,2,3,3,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,2,3,3,1,1,2,2,2606
43,1015,13,40394,4,1,02,6,3,2712,ENFERMERIA,2,0,0,0,0,0,0,0,1,,18,2,0,0,0,0,0,1,1,1,2,2,5,5,0,,0,,,0,,0,3,2,3,4,3,3,2,3,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,1,NO LE GUSTAN,0,0,0,0,0,0,0,0,,2,2,1,1,1,1,2,4,3,3,3,2,2,3,4,5,6,2,3,1,0,0,0,14,3,2,9,0,14,7,0,7,0,5,10,0,10,0,0,0,0,0,0,0,0,1,1,0,,1,1,3,1,1,1,2,2,2,2,1,2,1,1,2,1,1,2,2,2,,2,2,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,1,2,,1,2,1,3,5,1,10,10,5,10,10,3,10,8,10,10,1,5,10,10,2,1,4,2,1,1,2,2,4,3,4,3,2,2,2,1,1,1,2,2,1,1,3,3,1,1,1,1,3,3,3,1,3,1,3,1,5212
43,1015,13,40394,1,1,01,7,4,5334,LINCIATURA EN CONTADURIA,3,1,1,2,2,2,2,2,2,,24,2,0,0,0,0,0,2,2,1,2,1,1,0,1,AUXILIAR CONTABLE,25,AUXILIAR CONTABLE,FABRICA DE REMOLQUES MUNDO GLOBAL,33,FABRICACION DE REMOLQUES,1,2,3,3,4,3,3,2,2,0,0,0,0,0,0,0,0,,2,2,1,2,2,2,2,2,,0,0,0,0,0,0,0,0,,1,2,1,1,1,1,1,2,3,3,3,3,3,2,6,2,4,3,1,5,0,0,0,14,4,2,6,2,0,0,0,0,0,0,0,0,0,0,0,1,10,3,4,2,1,1,1,2,,1,1,24,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,2,2,,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,COMO ACTIVIDAD DE CONVIVENCIA DEL TRABAJO,0,0,0,0,0,0,0,0,,2,1,1,8,9,7,9,8,9,9,9,9,8,8,10,10,7,10,10,10,2,3,4,2,2,1,2,2,3,3,3,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,3,2,3,3,3,3,2,2,2,2606
43,1015,13,40394,3,1,02,7,1,5332,LICENCIATURA EN MERCADOTECNIA,3,2,1,1,1,1,2,2,1,,19,1,1,1,1,2,2,0,0,0,0,0,4,5,0,,0,,,0,,0,3,2,2,3,2,2,3,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,1,1,1,2,2,3,3,3,2,2,2,1,6,5,2,1,4,3,0,0,0,7,3,1,3,0,1,0,0,1,0,1,3,1,2,0,0,0,0,0,0,0,0,1,1,3,,1,1,30,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,,1,1,2,2,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,1,2,2,2,,2,2,2,7,8,7,9,9,9,8,8,8,9,9,9,9,7,9,9,9,2,3,3,3,2,2,3,2,2,3,3,2,2,2,2,1,1,1,2,2,1,2,1,1,1,3,1,1,1,3,1,3,3,1,1,1,2606
02,1015,14,40041,1,1,02,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"BARRER, TRAPEAR, LIMPIAR",96,TRABAJADORA DOMESTICA,TRABAJADORA DOMESTICA EN OTRA VIVIENDA,81,HOGARES CON EMPLEO DOMESTICO NO ES NEGOCIO,2,3,3,3,3,3,3,3,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,2,2,3,3,2,3,3,2,6,3,5,1,4,0,0,0,10,4,0,6,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,1,1,2,2,2,2,,2,5,2,8,9,4,7,8,8,7,9,7,10,10,10,1,7,8,8,8,2,2,4,4,2,2,2,2,1,2,4,2,2,2,3,2,2,2,3,3,3,2,2,3,2,3,2,3,3,3,3,4,2,2,3,3,23120
02,1015,14,40041,2,1,01,2,4,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,,0,,,0,,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,1,4,5,2,6,0,0,0,7,7,0,0,0,7,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,1,2,2,2,2,1,POR FALTA DE DINERO,2,2,2,3,4,4,4,5,5,9,9,9,9,10,9,10,10,10,10,10,3,2,3,3,3,2,3,3,3,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,3,4,4,4,3,4,4,2,3,2,2,2,23120
02,1015,14,40041,3,1,03,4,3,,,0,0,0,0,0,0,0,0,1,,18,1,2,2,2,2,1,0,0,0,0,0,4,5,0,,0,,,0,,0,3,2,3,1,4,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,1,2,2,2,2,2,,1,2,1,2,2,2,1,3,2,3,3,3,3,3,3,4,6,1,2,5,0,0,0,10,0,0,10,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,1,1,30,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,,2,1,1,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,3,1,1,6,10,5,9,7,7,8,6,6,7,6,10,10,5,9,8,7,2,2,3,2,2,2,3,2,3,2,2,3,2,3,2,3,2,2,2,2,2,3,2,2,2,1,2,2,3,2,3,2,2,1,2,2,34680
02,1015,14,40041,4,1,02,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,,0,,,0,,0,4,4,3,3,3,3,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,1,1,1,1,1,2,3,3,3,3,3,3,3,6,3,2,1,4,5,0,0,0,35,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,1,POR FALTA DE ECONOMIA,2,2,2,6,8,6,6,5,6,8,7,6,7,5,10,9,6,8,6,6,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,57800
02,1015,14,40041,5,1,04,4,1,,,0,0,0,0,0,0,0,0,2,,18,2,0,0,0,0,0,2,2,2,2,2,1,0,1,"ATENDER AL CLIENTE, EN LA FARMACIA",42,VENDEDORF,FARMACIAS VENAVIDES,46,COMPRA Y VENTA DE MEDICAMENTOS Y MERCANCIA,2,3,4,3,3,3,3,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,2,1,2,3,3,3,3,3,3,3,3,2,5,1,4,6,0,0,0,0,0,0,0,0,48,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,1,1,6,2,2,2,1,2,2,2,1,2,1,1,2,1,2,1,2,2,,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,2,2,2,2,,2,1,1,8,9,8,7,7,7,8,7,8,8,7,9,9,7,10,6,6,3,2,3,2,3,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,46240
02,1015,14,40046,3,1,01,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"BARRER, PLANCHAN Y SACUDIR ASER DE COMER",96,HOGAR CON EMPLEADOS DOMESTICOS,HOGAR CON EMPLEADOS DOMESTICOS,81,HOGAR CON EMPLEADOS DOMESTICOS,2,2,3,3,3,3,4,3,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,1,2,2,2,2,1,3,3,3,3,4,4,1,6,4,2,3,5,0,0,0,5,5,0,0,0,50,5,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,1,2,2,2,,2,1,1,5,9,7,5,7,8,7,6,8,10,7,10,7,1,7,7,6,3,3,4,3,2,2,2,3,2,2,4,2,3,2,3,5,3,2,3,2,2,2,1,3,2,3,3,2,2,2,2,2,4,2,3,3,22806
02,1015,14,40046,2,1,03,4,3,,,0,0,0,0,0,0,0,0,1,,19,1,1,1,1,2,2,0,0,0,0,0,1,0,1,LIMPIAR INMOVILIARIO Y SERBIR LA COMIDA EN EBENTOS,51,MESERO,SALONES DE EVENTOS EL CAMPESTRE,56,A DAR SERVICIO DE EVENTOS A QUIEN LO SOLICITE,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,2,2,1,1,2,2,2,2,3,3,2,4,3,4,2,5,1,6,3,0,0,0,15,1,0,14,0,20,5,0,15,0,1,4,0,1,3,0,0,0,0,0,0,0,1,1,2,,1,1,60,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,,1,1,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,1,3,1,8,6,8,6,6,8,7,7,10,10,8,10,7,2,5,7,7,3,2,4,4,3,2,2,3,3,3,4,2,3,2,2,2,2,2,2,2,1,2,2,2,3,3,1,1,2,3,3,2,2,1,2,2,34209
02,1015,14,40046,1,1,03,4,3,,,0,0,0,0,0,0,0,0,1,,18,2,0,0,0,0,0,2,2,2,2,2,1,0,1,ESTRUCTURAS DE ALUMINIO,72,PRODUCCION,IDAMEX,33,FABRICA COSAS DE ALUMINIO,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,2,2,3,3,3,3,3,3,1,3,2,6,4,5,0,0,0,10,0,0,10,0,10,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,1,10,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,2,,1,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,1,2,2,2,,1,1,1,8,9,7,10,8,8,7,8,5,9,8,10,8,2,5,8,8,3,3,4,3,2,2,2,3,2,2,4,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,2,2,2,3,3,3,1,2,2,45612
02,1015,14,40046,4,1,02,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,2,4,3,4,3,3,3,3,0,0,0,0,0,0,0,0,,2,1,2,1,2,2,2,2,,0,0,0,0,0,0,0,0,,2,2,1,2,2,2,2,2,3,3,4,4,3,3,1,5,3,6,4,2,0,0,0,15,10,0,5,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,1,8,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,,2,1,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,1,2,2,1,2,,2,1,1,4,7,2,5,9,8,8,8,8,10,8,10,7,1,9,4,10,2,3,4,4,2,2,2,3,2,2,4,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,3,3,3,3,3,3,1,3,3,22806
